year,title,genre,vote_average,award,winner
2009,Up in the Air,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",6.7,Actress in a Supporting Role,
2010,Biutiful,"[{""id"": 18, ""name"": ""Drama""}]",7,Actor in a Leading Role,
2010,True Grit,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 37, ""name"": ""Western""}]",7.2,Actor in a Leading Role,
2010,The Social Network,"[{""id"": 18, ""name"": ""Drama""}]",7.1,Actor in a Leading Role,
2010,The King's Speech,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",7.6,Actor in a Leading Role,1
2010,127 Hours,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",7,Actor in a Leading Role,
2010,The Fighter,"[{""id"": 18, ""name"": ""Drama""}]",7.2,Actor in a Supporting Role,1
2010,Winter's Bone,"[{""id"": 18, ""name"": ""Drama""}]",6.8,Actor in a Supporting Role,
2010,The Town,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",7,Actor in a Supporting Role,
2010,The Kids Are All Right,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",6.5,Actor in a Supporting Role,
2010,The King's Speech,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",7.6,Actor in a Supporting Role,
2010,The Kids Are All Right,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",6.5,Actress in a Leading Role,
2010,Rabbit Hole,"[{""id"": 18, ""name"": ""Drama""}]",6.9,Actress in a Leading Role,
2010,Winter's Bone,"[{""id"": 18, ""name"": ""Drama""}]",6.8,Actress in a Leading Role,
2010,Black Swan,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",7.3,Actress in a Leading Role,1
2010,Blue Valentine,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",6.9,Actress in a Leading Role,
2010,The Fighter,"[{""id"": 18, ""name"": ""Drama""}]",7.2,Actress in a Supporting Role,
2010,The King's Speech,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",7.6,Actress in a Supporting Role,
2010,The Fighter,"[{""id"": 18, ""name"": ""Drama""}]",7.2,Actress in a Supporting Role,1
2010,True Grit,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 37, ""name"": ""Western""}]",7.2,Actress in a Supporting Role,
2011,A Better Life,"[{""id"": 18, ""name"": ""Drama""}]",7,Actor in a Leading Role,
2011,The Descendants,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",6.7,Actor in a Leading Role,
2011,The Artist,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",7.3,Actor in a Leading Role,1
2011,Tinker Tailor Soldier Spy,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",6.6,Actor in a Leading Role,
2011,Moneyball,"[{""id"": 18, ""name"": ""Drama""}]",7,Actor in a Leading Role,
2011,My Week with Marilyn,"[{""id"": 18, ""name"": ""Drama""}]",6.6,Actor in a Supporting Role,
2011,Moneyball,"[{""id"": 18, ""name"": ""Drama""}]",7,Actor in a Supporting Role,
2011,Warrior,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",7.7,Actor in a Supporting Role,
2011,Extremely Loud & Incredibly Close,"[{""id"": 18, ""name"": ""Drama""}]",6.9,Actor in a Supporting Role,
2011,Albert Nobbs,"[{""id"": 18, ""name"": ""Drama""}]",6.2,Actress in a Leading Role,
2011,The Help,"[{""id"": 18, ""name"": ""Drama""}]",7.8,Actress in a Leading Role,
2011,The Girl with the Dragon Tattoo,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 18, ""name"": ""Drama""}]",7.2,Actress in a Leading Role,
2011,The Iron Lady,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}]",6.2,Actress in a Leading Role,1
2011,My Week with Marilyn,"[{""id"": 18, ""name"": ""Drama""}]",6.6,Actress in a Leading Role,
2011,The Artist,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",7.3,Actress in a Supporting Role,
2011,The Help,"[{""id"": 18, ""name"": ""Drama""}]",7.8,Actress in a Supporting Role,
2011,Bridesmaids,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",6.5,Actress in a Supporting Role,
2011,Albert Nobbs,"[{""id"": 18, ""name"": ""Drama""}]",6.2,Actress in a Supporting Role,
2011,The Help,"[{""id"": 18, ""name"": ""Drama""}]",7.8,Actress in a Supporting Role,1
2012,Silver Linings Playbook,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",6.9,Actor in a Leading Role,
2012,Lincoln,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}]",6.7,Actor in a Leading Role,1
2012,Les Misérables,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",7.1,Actor in a Leading Role,
2012,The Master,"[{""id"": 18, ""name"": ""Drama""}]",7,Actor in a Leading Role,
2012,Flight,"[{""id"": 18, ""name"": ""Drama""}]",6.5,Actor in a Leading Role,
2012,Argo,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",7.1,Actor in a Supporting Role,
2012,Silver Linings Playbook,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",6.9,Actor in a Supporting Role,
2012,The Master,"[{""id"": 18, ""name"": ""Drama""}]",7,Actor in a Supporting Role,
2012,Lincoln,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}]",6.7,Actor in a Supporting Role,
2012,Django Unchained,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 37, ""name"": ""Western""}]",7.8,Actor in a Supporting Role,1
2012,Zero Dark Thirty,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",6.7,Actress in a Leading Role,
2012,Silver Linings Playbook,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",6.9,Actress in a Leading Role,1
2012,Amour,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",7.5,Actress in a Leading Role,
2012,Beasts of the Southern Wild,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]",6.8,Actress in a Leading Role,
2012,The Impossible,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",7,Actress in a Leading Role,
2012,The Master,"[{""id"": 18, ""name"": ""Drama""}]",7,Actress in a Supporting Role,
2012,Lincoln,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}]",6.7,Actress in a Supporting Role,
2012,Les Misérables,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",7.1,Actress in a Supporting Role,1
2012,The Sessions,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",6.6,Actress in a Supporting Role,
2012,Silver Linings Playbook,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",6.9,Actress in a Supporting Role,
2013,American Hustle,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",6.8,Actor in a Leading Role,
2013,Nebraska,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}]",7.4,Actor in a Leading Role,
2013,The Wolf of Wall Street,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",7.9,Actor in a Leading Role,
2013,12 Years a Slave,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",7.9,Actor in a Leading Role,
2013,Dallas Buyers Club,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",7.9,Actor in a Leading Role,1
2013,Captain Phillips,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",7.6,Actor in a Supporting Role,
2013,American Hustle,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",6.8,Actor in a Supporting Role,
2013,12 Years a Slave,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",7.9,Actor in a Supporting Role,
2013,The Wolf of Wall Street,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",7.9,Actor in a Supporting Role,
2013,Dallas Buyers Club,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",7.9,Actor in a Supporting Role,1
2013,American Hustle,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",6.8,Actress in a Leading Role,
2013,Blue Jasmine,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",7,Actress in a Leading Role,1
2013,Gravity,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",7.3,Actress in a Leading Role,
2013,Philomena,"[{""id"": 18, ""name"": ""Drama""}]",7.4,Actress in a Leading Role,
2013,August: Osage County,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",6.9,Actress in a Leading Role,
2013,Blue Jasmine,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",7,Actress in a Supporting Role,
2013,American Hustle,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",6.8,Actress in a Supporting Role,
2013,12 Years a Slave,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",7.9,Actress in a Supporting Role,1
2013,August: Osage County,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",6.9,Actress in a Supporting Role,
2013,Nebraska,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}]",7.4,Actress in a Supporting Role,
2014,American Sniper,"[{""id"": 10752, ""name"": ""War""}, {""id"": 28, ""name"": ""Action""}]",7.4,Actor in a Leading Role,
2014,The Imitation Game,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",8,Actor in a Leading Role,
2014,The Theory of Everything,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",7.8,Actor in a Leading Role,1
2014,The Judge,"[{""id"": 18, ""name"": ""Drama""}]",7.2,Actor in a Supporting Role,
2014,Boyhood,"[{""id"": 18, ""name"": ""Drama""}]",7.5,Actor in a Supporting Role,
2014,Whiplash,"[{""id"": 18, ""name"": ""Drama""}]",8.3,Actor in a Supporting Role,1
2014,The Theory of Everything,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",7.8,Actress in a Leading Role,
2014,Still Alice,"[{""id"": 18, ""name"": ""Drama""}]",7.5,Actress in a Leading Role,1
2014,Gone Girl,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",7.9,Actress in a Leading Role,
2014,Wild,"[{""id"": 18, ""name"": ""Drama""}]",7,Actress in a Leading Role,
2014,Boyhood,"[{""id"": 18, ""name"": ""Drama""}]",7.5,Actress in a Supporting Role,1
2014,Wild,"[{""id"": 18, ""name"": ""Drama""}]",7,Actress in a Supporting Role,
2014,The Imitation Game,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",8,Actress in a Supporting Role,
2014,Into the Woods,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",5.6,Actress in a Supporting Role,
2015,The Martian,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",7.6,Actor in a Leading Role,
2015,The Revenant,"[{""id"": 37, ""name"": ""Western""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",7.3,Actor in a Leading Role,1
2015,Steve Jobs,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",6.8,Actor in a Leading Role,
2015,The Big Short,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",7.3,Actor in a Supporting Role,
2015,The Revenant,"[{""id"": 37, ""name"": ""Western""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",7.3,Actor in a Supporting Role,
2015,Spotlight,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 36, ""name"": ""History""}]",7.8,Actor in a Supporting Role,
2015,Bridge of Spies,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",7.2,Actor in a Supporting Role,1
2015,Creed,"[{""id"": 18, ""name"": ""Drama""}]",7.3,Actor in a Supporting Role,
2015,Room,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",8.1,Actress in a Leading Role,1
2015,Joy,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",6.4,Actress in a Leading Role,
2015,Brooklyn,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",7.2,Actress in a Leading Role,
2015,The Hateful Eight,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 37, ""name"": ""Western""}]",7.6,Actress in a Supporting Role,
2015,Spotlight,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 36, ""name"": ""History""}]",7.8,Actress in a Supporting Role,
2015,Steve Jobs,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",6.8,Actress in a Supporting Role,
2015,Anomalisa,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",7,Animated Feature Film,
2015,Inside Out,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",8,Animated Feature Film,1
2015,The Hateful Eight,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 37, ""name"": ""Western""}]",7.6,Cinematography,
2015,Mad Max: Fury Road,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",7.2,Cinematography,
2015,The Revenant,"[{""id"": 37, ""name"": ""Western""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",7.3,Cinematography,
2015,Sicario,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",7.2,Cinematography,
2015,Cinderella,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 18, ""name"": ""Drama""}]",6.7,Costume Design,
2015,Mad Max: Fury Road,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",7.2,Costume Design,1
2015,The Revenant,"[{""id"": 37, ""name"": ""Western""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",7.3,Costume Design,
2015,The Big Short,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",7.3,Directing,
2015,Mad Max: Fury Road,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",7.2,Directing,
2015,The Revenant,"[{""id"": 37, ""name"": ""Western""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",7.3,Directing,1
2015,Room,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",8.1,Directing,
2015,Spotlight,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 36, ""name"": ""History""}]",7.8,Directing,
2015,The Big Short,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",7.3,Film Editing,
2015,Mad Max: Fury Road,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",7.2,Film Editing,1
2015,The Revenant,"[{""id"": 37, ""name"": ""Western""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",7.3,Film Editing,
2015,Spotlight,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 36, ""name"": ""History""}]",7.8,Film Editing,
2015,Mad Max: Fury Road,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",7.2,Makeup and Hairstyling,1
2015,The Revenant,"[{""id"": 37, ""name"": ""Western""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",7.3,Makeup and Hairstyling,
2015,Bridge of Spies,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",7.2,Music (Original Score),
2015,The Hateful Eight,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 37, ""name"": ""Western""}]",7.6,Music (Original Score),1
2015,Sicario,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",7.2,Music (Original Score),
2015,The Big Short,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",7.3,Best Picture,
2015,Bridge of Spies,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",7.2,Best Picture,
2015,Brooklyn,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",7.2,Best Picture,
2015,Mad Max: Fury Road,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",7.2,Best Picture,
2015,The Martian,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",7.6,Best Picture,
2015,The Revenant,"[{""id"": 37, ""name"": ""Western""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",7.3,Best Picture,
2015,Room,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",8.1,Best Picture,
2015,Spotlight,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 36, ""name"": ""History""}]",7.8,Best Picture,1
2015,Bridge of Spies,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",7.2,Production Design,
2015,Mad Max: Fury Road,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",7.2,Production Design,1
2015,The Martian,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",7.6,Production Design,
2015,The Revenant,"[{""id"": 37, ""name"": ""Western""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",7.3,Production Design,
2015,Mad Max: Fury Road,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",7.2,Sound Editing,1
2015,The Martian,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",7.6,Sound Editing,
2015,The Revenant,"[{""id"": 37, ""name"": ""Western""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",7.3,Sound Editing,
2015,Sicario,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",7.2,Sound Editing,
2015,Bridge of Spies,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",7.2,Sound Mixing,
2015,Mad Max: Fury Road,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",7.2,Sound Mixing,1
2015,The Martian,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",7.6,Sound Mixing,
2015,The Revenant,"[{""id"": 37, ""name"": ""Western""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",7.3,Sound Mixing,
2015,Ex Machina,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",7.6,Visual Effects,1
2015,Mad Max: Fury Road,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",7.2,Visual Effects,
2015,The Martian,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",7.6,Visual Effects,
2015,The Revenant,"[{""id"": 37, ""name"": ""Western""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",7.3,Visual Effects,
2015,The Big Short,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",7.3,Writing (Adapted Screenplay),1
2015,Brooklyn,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",7.2,Writing (Adapted Screenplay),
2015,The Martian,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",7.6,Writing (Adapted Screenplay),
2015,Room,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",8.1,Writing (Adapted Screenplay),
2015,Bridge of Spies,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",7.2,Writing (Original Screenplay),
2015,Ex Machina,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",7.6,Writing (Original Screenplay),
2015,Inside Out,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",8,Writing (Original Screenplay),
2015,Spotlight,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 36, ""name"": ""History""}]",7.8,Writing (Original Screenplay),1
2015,Straight Outta Compton,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",7.7,Writing (Original Screenplay),
